Loadsheet_Number,Total_Pax,Y_Pax,Jump_Pax,Standby_Pax,Male_Pax,Female_Pax,Child_Pax,Infant_Pax,Total_Bags,Total_Bag_Weight_KG,Baggage_Weight_Type,Distribution_Type,Section,Capacity,Distribution
,158,158,0,NULL,93,60,5,1,128,1473.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,158,158,0,NULL,93,60,5,1,128,1473.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y24
,158,158,0,NULL,93,60,5,1,128,1473.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,179,179,0,NULL,133,42,4,0,123,1325.0,ACTUAL,CKI_DISTRIBUTION,0A,Y8,Y8
,179,179,0,NULL,133,42,4,0,123,1325.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,179,179,0,NULL,133,42,4,0,123,1325.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y36
,179,179,0,NULL,133,42,4,0,123,1325.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y35
,179,179,0,NULL,133,42,4,0,123,1325.0,ACTUAL,CKI_DISTRIBUTION,0E,Y36,Y34
,179,179,0,NULL,133,42,4,0,123,1325.0,ACTUAL,CKI_DISTRIBUTION,0F,Y33,Y30
,158,158,0,NULL,105,45,8,3,100,1118.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,158,158,0,NULL,105,45,8,3,100,1118.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y25
,158,158,0,NULL,105,45,8,3,100,1118.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y24
,158,158,0,NULL,105,45,8,3,100,1118.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y24
,158,158,0,NULL,105,45,8,3,100,1118.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y25
,158,158,0,NULL,105,45,8,3,100,1118.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y29
,130,130,0,NULL,87,38,5,3,114,1416.0,ACTUAL,CKI_DISTRIBUTION,0A,Y18,Y14
,130,130,0,NULL,87,38,5,3,114,1416.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y28
,130,130,0,NULL,87,38,5,3,114,1416.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y30
,130,130,0,NULL,87,38,5,3,114,1416.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y16
,130,130,0,NULL,87,38,5,3,114,1416.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y19
,130,130,0,NULL,87,38,5,3,114,1416.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y23
,186,186,0,NULL,116,63,7,3,110,1180.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y33
,186,186,0,NULL,116,63,7,3,110,1180.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y29
,186,186,0,NULL,116,63,7,3,110,1180.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y29
,186,186,0,NULL,116,63,7,3,110,1180.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,186,186,0,NULL,116,63,7,3,110,1180.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,186,186,0,NULL,116,63,7,3,110,1180.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,179,179,0,NULL,133,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0A,Y8,Y8
,179,179,0,NULL,133,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,179,179,0,NULL,133,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y36
,179,179,0,NULL,133,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y35
,179,179,0,NULL,133,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0E,Y36,Y34
,179,179,0,NULL,133,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0F,Y33,Y30
,136,136,0,NULL,93,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y23
,136,136,0,NULL,93,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y21
,136,136,0,NULL,93,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y10
,136,136,0,NULL,93,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y23
,136,136,0,NULL,93,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,136,136,0,NULL,93,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y30
,182,182,0,NULL,94,69,19,3,146,1787.0,ACTUAL,CKI_DISTRIBUTION,0A,Y18,Y18
,182,182,0,NULL,94,69,19,3,146,1787.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y35
,182,182,0,NULL,94,69,19,3,146,1787.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y35
,182,182,0,NULL,94,69,19,3,146,1787.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y36
,182,182,0,NULL,94,69,19,3,146,1787.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,182,182,0,NULL,94,69,19,3,146,1787.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y29
,180,180,0,NULL,134,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0A,Y8,Y8
,180,180,0,NULL,134,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,180,180,0,NULL,134,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y36
,180,180,0,NULL,134,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y35
,180,180,0,NULL,134,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0E,Y36,Y34
,180,180,0,NULL,134,42,4,0,134,1443.0,ACTUAL,CKI_DISTRIBUTION,0F,Y33,Y31
,138,138,0,NULL,95,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y23
,138,138,0,NULL,95,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y22
,138,138,0,NULL,95,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y10
,138,138,0,NULL,95,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y25
,138,138,0,NULL,95,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y28
,138,138,0,NULL,95,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y30
,133,133,0,NULL,89,39,5,3,114,1407.0,ACTUAL,CKI_DISTRIBUTION,0A,Y18,Y16
,133,133,0,NULL,89,39,5,3,114,1407.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y28
,133,133,0,NULL,89,39,5,3,114,1407.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y30
,133,133,0,NULL,89,39,5,3,114,1407.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y16
,133,133,0,NULL,89,39,5,3,114,1407.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y20
,133,133,0,NULL,89,39,5,3,114,1407.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y23
,140,140,0,NULL,97,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y23
,140,140,0,NULL,97,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y22
,140,140,0,NULL,97,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y11
,140,140,0,NULL,97,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y25
,140,140,0,NULL,97,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,140,140,0,NULL,97,35,8,1,70,776.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y30
,153,153,0,NULL,100,45,8,3,90,1006.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y30
,153,153,0,NULL,100,45,8,3,90,1006.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y25
,153,153,0,NULL,100,45,8,3,90,1006.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y22
,153,153,0,NULL,100,45,8,3,90,1006.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y22
,153,153,0,NULL,100,45,8,3,90,1006.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y25
,153,153,0,NULL,100,45,8,3,90,1006.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y29
,140,140,0,NULL,97,35,8,1,70,785.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y23
,140,140,0,NULL,97,35,8,1,70,785.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y22
,140,140,0,NULL,97,35,8,1,70,785.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y11
,140,140,0,NULL,97,35,8,1,70,785.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y25
,140,140,0,NULL,97,35,8,1,70,785.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,140,140,0,NULL,97,35,8,1,70,785.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y30
,181,181,0,NULL,94,68,19,3,146,1785.0,ACTUAL,CKI_DISTRIBUTION,0A,Y18,Y18
,181,181,0,NULL,94,68,19,3,146,1785.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y35
,181,181,0,NULL,94,68,19,3,146,1785.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y35
,181,181,0,NULL,94,68,19,3,146,1785.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y35
,181,181,0,NULL,94,68,19,3,146,1785.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,181,181,0,NULL,94,68,19,3,146,1785.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y29
,178,178,0,NULL,83,79,16,3,100,1104.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y36
,178,178,0,NULL,83,79,16,3,100,1104.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y26
,178,178,0,NULL,83,79,16,3,100,1104.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y24
,178,178,0,NULL,83,79,16,3,100,1104.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,178,178,0,NULL,83,79,16,3,100,1104.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,178,178,0,NULL,83,79,16,3,100,1104.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y34
,175,175,0,NULL,83,84,8,4,141,1557.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,175,175,0,NULL,83,84,8,4,141,1557.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y29
,175,175,0,NULL,83,84,8,4,141,1557.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y24
,175,175,0,NULL,83,84,8,4,141,1557.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,175,175,0,NULL,83,84,8,4,141,1557.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y28
,175,175,0,NULL,83,84,8,4,141,1557.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,177,177,0,NULL,131,42,4,0,143,1540.0,ACTUAL,CKI_DISTRIBUTION,0A,Y8,Y8
,177,177,0,NULL,131,42,4,0,143,1540.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y35
,177,177,0,NULL,131,42,4,0,143,1540.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y36
,177,177,0,NULL,131,42,4,0,143,1540.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y35
,177,177,0,NULL,131,42,4,0,143,1540.0,ACTUAL,CKI_DISTRIBUTION,0E,Y36,Y32
,177,177,0,NULL,131,42,4,0,143,1540.0,ACTUAL,CKI_DISTRIBUTION,0F,Y33,Y31
,143,143,0,NULL,97,38,8,1,74,842.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y23
,143,143,0,NULL,97,38,8,1,74,842.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y22
,143,143,0,NULL,97,38,8,1,74,842.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y11
,143,143,0,NULL,97,38,8,1,74,842.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y25
,143,143,0,NULL,97,38,8,1,74,842.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,143,143,0,NULL,97,38,8,1,74,842.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,174,174,0,NULL,112,50,12,8,155,1832.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y12
,174,174,0,NULL,112,50,12,8,155,1832.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,174,174,0,NULL,112,50,12,8,155,1832.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,174,174,0,NULL,112,50,12,8,155,1832.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,174,174,0,NULL,112,50,12,8,155,1832.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,174,174,0,NULL,112,50,12,8,155,1832.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,187,187,0,NULL,87,84,16,4,128,1431.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y36
,187,187,0,NULL,87,84,16,4,128,1431.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,187,187,0,NULL,87,84,16,4,128,1431.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y27
,187,187,0,NULL,87,84,16,4,128,1431.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,187,187,0,NULL,87,84,16,4,128,1431.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,187,187,0,NULL,87,84,16,4,128,1431.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,127,127,0,NULL,83,39,5,3,78,963.0,ACTUAL,CKI_DISTRIBUTION,0A,Y18,Y16
,127,127,0,NULL,83,39,5,3,78,963.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y27
,127,127,0,NULL,83,39,5,3,78,963.0,ACTUAL,CKI_DISTRIBUTION,0C,Y36,Y30
,127,127,0,NULL,83,39,5,3,78,963.0,ACTUAL,CKI_DISTRIBUTION,0D,Y36,Y16
,127,127,0,NULL,83,39,5,3,78,963.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y20
,127,127,0,NULL,83,39,5,3,78,963.0,ACTUAL,CKI_DISTRIBUTION,0F,Y30,Y18
,181,181,0,NULL,112,63,6,2,80,900.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y30
,181,181,0,NULL,112,63,6,2,80,900.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,181,181,0,NULL,112,63,6,2,80,900.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,181,181,0,NULL,112,63,6,2,80,900.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,181,181,0,NULL,112,63,6,2,80,900.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y27
,181,181,0,NULL,112,63,6,2,80,900.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,186,186,0,NULL,86,84,16,4,138,1543.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y36
,186,186,0,NULL,86,84,16,4,138,1543.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,186,186,0,NULL,86,84,16,4,138,1543.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y27
,186,186,0,NULL,86,84,16,4,138,1543.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,186,186,0,NULL,86,84,16,4,138,1543.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y29
,186,186,0,NULL,86,84,16,4,138,1543.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,123,123,0,NULL,83,35,5,0,106,1181.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y1
,123,123,0,NULL,83,35,5,0,106,1181.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y26
,123,123,0,NULL,83,35,5,0,106,1181.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y23
,123,123,0,NULL,83,35,5,0,106,1181.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y25
,123,123,0,NULL,83,35,5,0,106,1181.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y24
,123,123,0,NULL,83,35,5,0,106,1181.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y24
,186,186,0,NULL,111,65,10,4,161,1750.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,186,186,0,NULL,111,65,10,4,161,1750.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,186,186,0,NULL,111,65,10,4,161,1750.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y29
,186,186,0,NULL,111,65,10,4,161,1750.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,186,186,0,NULL,111,65,10,4,161,1750.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,186,186,0,NULL,111,65,10,4,161,1750.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,39,39,0,NULL,30,9,0,0,43,378.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y20
,39,39,0,NULL,30,9,0,0,43,378.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y2
,39,39,0,NULL,30,9,0,0,43,378.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y1
,39,39,0,NULL,30,9,0,0,43,378.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y12
,39,39,0,NULL,30,9,0,0,43,378.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y2
,39,39,0,NULL,30,9,0,0,43,378.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y2
,182,182,0,NULL,113,63,6,2,99,1125.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y30
,182,182,0,NULL,113,63,6,2,99,1125.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,182,182,0,NULL,113,63,6,2,99,1125.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,182,182,0,NULL,113,63,6,2,99,1125.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,182,182,0,NULL,113,63,6,2,99,1125.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y28
,182,182,0,NULL,113,63,6,2,99,1125.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,169,169,0,NULL,113,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y36
,169,169,0,NULL,113,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y25
,169,169,0,NULL,113,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y19
,169,169,0,NULL,113,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y28
,169,169,0,NULL,113,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y27
,169,169,0,NULL,113,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y34
,125,125,0,NULL,84,36,5,0,106,1134.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y3
,125,125,0,NULL,84,36,5,0,106,1134.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y26
,125,125,0,NULL,84,36,5,0,106,1134.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y23
,125,125,0,NULL,84,36,5,0,106,1134.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y25
,125,125,0,NULL,84,36,5,0,106,1134.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y24
,125,125,0,NULL,84,36,5,0,106,1134.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y24
,174,174,0,NULL,112,50,12,8,157,1855.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y12
,174,174,0,NULL,112,50,12,8,157,1855.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y36
,174,174,0,NULL,112,50,12,8,157,1855.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,174,174,0,NULL,112,50,12,8,157,1855.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,174,174,0,NULL,112,50,12,8,157,1855.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,174,174,0,NULL,112,50,12,8,157,1855.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,187,187,0,NULL,112,65,10,4,164,1783.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,187,187,0,NULL,112,65,10,4,164,1783.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y30
,187,187,0,NULL,112,65,10,4,164,1783.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,187,187,0,NULL,112,65,10,4,164,1783.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y30
,187,187,0,NULL,112,65,10,4,164,1783.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y30
,187,187,0,NULL,112,65,10,4,164,1783.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y36
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y20
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y2
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y1
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y12
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y2
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y2
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y20
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y2
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y1
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y12
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y2
,39,39,0,NULL,30,9,0,0,43,376.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y2
,172,172,0,NULL,81,83,8,4,144,1599.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y31
,172,172,0,NULL,81,83,8,4,144,1599.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y28
,172,172,0,NULL,81,83,8,4,144,1599.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y24
,172,172,0,NULL,81,83,8,4,144,1599.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y29
,172,172,0,NULL,81,83,8,4,144,1599.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y27
,172,172,0,NULL,81,83,8,4,144,1599.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y33
,170,170,0,NULL,114,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0A,Y36,Y36
,170,170,0,NULL,114,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y25
,170,170,0,NULL,114,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0C,Y27,Y19
,170,170,0,NULL,114,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y28
,170,170,0,NULL,114,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y28
,170,170,0,NULL,114,52,4,2,85,836.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y34
,41,41,0,NULL,31,10,0,0,43,409.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y20
,41,41,0,NULL,31,10,0,0,43,409.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y2
,41,41,0,NULL,31,10,0,0,43,409.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y1
,41,41,0,NULL,31,10,0,0,43,409.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y14
,41,41,0,NULL,31,10,0,0,43,409.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y2
,41,41,0,NULL,31,10,0,0,43,409.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y2
,179,179,0,NULL,110,63,6,2,101,1147.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y30
,179,179,0,NULL,110,63,6,2,101,1147.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y29
,179,179,0,NULL,110,63,6,2,101,1147.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,179,179,0,NULL,110,63,6,2,101,1147.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y28
,179,179,0,NULL,110,63,6,2,101,1147.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y27
,179,179,0,NULL,110,63,6,2,101,1147.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y35
,149,149,0,NULL,104,37,8,0,106,1246.0,ACTUAL,CKI_DISTRIBUTION,0A,Y12,Y3
,149,149,0,NULL,104,37,8,0,106,1246.0,ACTUAL,CKI_DISTRIBUTION,0B,Y36,Y33
,149,149,0,NULL,104,37,8,0,106,1246.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y30
,149,149,0,NULL,104,37,8,0,106,1246.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y27
,149,149,0,NULL,104,37,8,0,106,1246.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y28
,149,149,0,NULL,104,37,8,0,106,1246.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y28
,45,45,0,NULL,35,10,0,0,43,410.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y20
,45,45,0,NULL,35,10,0,0,43,410.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y2
,45,45,0,NULL,35,10,0,0,43,410.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y1
,45,45,0,NULL,35,10,0,0,43,410.0,ACTUAL,CKI_DISTRIBUTION,0D,Y30,Y18
,45,45,0,NULL,35,10,0,0,43,410.0,ACTUAL,CKI_DISTRIBUTION,0E,Y30,Y2
,45,45,0,NULL,35,10,0,0,43,410.0,ACTUAL,CKI_DISTRIBUTION,0F,Y36,Y2
,45,45,0,NULL,35,10,0,0,24,229.0,ACTUAL,CKI_DISTRIBUTION,0A,Y33,Y20
,45,45,0,NULL,35,10,0,0,24,229.0,ACTUAL,CKI_DISTRIBUTION,0B,Y30,Y2
,45,45,0,NULL,35,10,0,0,24,229.0,ACTUAL,CKI_DISTRIBUTION,0C,Y30,Y1
